,link,#_clicks,most_freq_positioning
6593,early christianity,,center-bottom
6594,early middle ages,,top
6595,early permian,,center-top
6596,early television,,center-bottom
6597,earth's,,top
6598,earth's crust,,center-bottom
6599,earth's history,,center
6600,earthlike,,bottom
6601,earthquakes,,center
6602,earth’s,,center-bottom
6603,east,,center
6604,east african,,center-bottom
6605,east african great rift valley,,center-top
6606,east african rift,,center
6607,east africans,,top
6608,east asian,,center
6609,east india company,,top
6610,east indians,,center-bottom
6611,east roman,,center-top
6612,east sea,,center
6613,east side,,center-top
6614,east timorese,,center-bottom
6615,eastern,,top
6616,eastern africa,,top
6617,eastern empire,,top
6618,eastern gorillas,,top
6619,eastern orthodox,,top
6620,eastern orthodox christian,,center
6621,eastern orthodox christians,,bottom
6622,eastern orthodox churches,,center-bottom
6623,eastern pacific ocean,,top
6624,eastern poland,,center
6625,eastern solomons,,top
6626,eastern world,,center-top
6627,ecological,,center-bottom
6628,ecologies,,top
6629,ecologists,,center-bottom
6630,economic,,top
6631,economic forces,,center
6632,economic growth,,top
6633,economic relationship,,bottom
6634,economic theories,,top
6635,economic theory,,center
6636,economies,,center
6637,economy,,center
6638,ecuador child sponsorship,,center-bottom
6639,ecuadorians,,center
6640,edison,,top
6641,education system,,center-top
6642,educational,,top
6643,educational system,,center
6644,edward,,top
6645,edward gibbon's,,center
6646,edward i,,center-top
6647,edward i (longshanks),,center-bottom
6648,edward ii,,top
6649,edward iii,,top
6650,edward iii's,,center-top
6651,edward iv,,top
6652,edward iv's,,center
6653,edward v,,center-top
6654,edward vi,,top
6655,edward vii,,center-top
6656,edward viii,,center-top
6657,"edward, earl of march",,center
6658,"edward, prince of wales",,center-top
6659,edwin,,top
6660,eec,,top
6661,effect,,top
6662,effects discussed above,,bottom
6663,egg,,center
6664,egg yolk,,bottom
6665,eggs,,top
6666,egypt child sponsorship,,center-bottom
6667,egypt's pyramids,,top
6668,egyptian,,top
6669,egyptian civilization,,center-top
6670,egyptian history,,center
6671,egyptians,,center-top
6672,eighteenth,,top
6673,eighteenth century,,center-top
6674,eighth,,top
6675,eighth centuries,,bottom
6676,eighth century,,center-top
6677,einstein,,center-bottom
6678,einstein's,,center
6679,einstein's famous equation,,center-bottom
6680,eisenhower,,center-top
6681,eisenhower administration,,center-bottom
6682,eisenhower's,,center
6683,el libertador,,center-bottom
6684,el niño,,center-bottom
6685,el niño southern oscillation,,center-top
6686,el salvador child sponsorship,,center-bottom
6687,elected,,top
6688,electing,,top
6689,election rigging,,top
6690,elections,,top
6691,electoral franchise,,center-bottom
6692,electoral system,,center-top
6693,electric,,top
6694,electric charges,,top
6695,electric fields,,top
6696,electrical,,top
6697,electrical charges,,bottom
6698,electrical energy,,center
6699,electrical engineer,,top
6700,electrical field,,center-bottom
6701,electrical properties,,bottom
6702,electrical signaling,,center
6703,electrically,,top
6704,electromagnetic wave,,top
6705,electromagnetic waves,,top
6706,electronic,,top
6707,electronic devices,,center-top
6708,electronic equipment,,center
6709,electronic television,,top
6710,electrons,,center-top
6711,element,,top
6712,element 105,,bottom
6713,element 118,,top
6714,elemental,,center
6715,elements,,top
6716,elephants,,center-bottom
6717,eleventh centuries,,top
6718,eleventh century,,top
6719,eliminative materialists,,center-top
6720,eliot,,bottom
6721,elite,,top
6722,elizabeth,,center
6723,elizabeth 1,,center-top
6724,elizabeth i,,top
6725,elizabeth i's,,center
6726,elizabeth ii,,top
6727,elizabeth ii of the united kingdom|queen elizabeth ii,,top
6728,elizabethean,,center
6729,elvis,,center
6730,emirates,,top
6731,emotional,,top
6732,emotional stability,,center
6733,emotionally,,center-bottom
6734,emotions,,top
6735,emperor and king charles,,top
6736,emperor charles v,,top
6737,emperor friedrich ii,,top
6738,emperor hirohito,,bottom
6739,emperor of the french,,center-top
6740,emperor penguins,,bottom
6741,empire,,top
6742,empires,,center-top
6743,empirical,,top
6744,empirical evidence,,center
6745,empirical observation,,bottom
6746,empirical observations,,top
6747,empiricist,,center-top
6748,employee,,top
6749,employer,,top
6750,emus,,center-bottom
6751,en,,top
6752,enamel,,top
6753,enceladus,,center-bottom
6754,encoded,,center
6755,encyclopaedia cd,,top
6756,endeavour,,center-bottom
6757,energies,,center-top
6758,energy source,,top
6759,engineer,,bottom
6760,engineers,,top
6761,england in 1086,,center-bottom
6762,england's,,center-bottom
6763,english,,top
6764,english alphabet,,center-bottom
6765,english colony,,top
6766,english king,,center
6767,english kings,,top
6768,english name,,center-top
6769,english naval squadrons,,top
6770,english peasant revolt,,center
6771,english poet,,top
6772,english pronunciation,,top
6773,english speaking world,,center
6774,english words,,bottom
6775,english-language,,top
6776,english-language poetic modernism,,center
6777,english-speaking,,top
6778,english-speaking world,,bottom
6779,englishman,,top
6780,englishwoman,,center-top
6781,enlightenment,,center-bottom
6782,enlightenment spirit,,center
6783,enslaved,,top
6784,enslavement,,bottom
6785,enterprise,,top
6786,enterprises,,center
6787,environment,,bottom
6788,environmental change,,center
6789,environmental diversity,,top
6790,enzyme kinetic,,bottom
6791,episcopalian,,top
6792,episode iv: a new hope.,,center-bottom
6793,equal protection,,top
6794,equality of liberty,,center-top
6795,equatorial guinea child sponsorship,,center-bottom
6796,equatorial guinea,,bottom
6797,er,,center-top
6798,eris,,center-top
6799,eritrean,,center-bottom
6800,ernest hemingway's,,top
6801,"ernesto ""che"" guevara",,center-top
6802,ernesto che guevara,,center-bottom
6803,ernesto “che” guevara,,center-top
6804,eruption,,top
6805,eruption columns,,center
6806,eruptions,,center
6807,es,,center-bottom
6808,esa,,top
6809,esa's,,center-bottom
6810,eskimos,,center-bottom
6811,esperanto and education,,top
6812,essential oils,,top
6813,estonia child sponsorship,,center
6814,estonia's,,center-bottom
6815,estonian,,center
6816,estonians,,center
6817,ethanolic,,center-top
6818,ether,,center-top
6819,ethical,,center
6820,ethical code,,top
6821,ethical philosophies,,top
6822,ethical philosophy,,center
6823,ethical principles,,top
6824,ethiopia child sponsorship,,bottom
6825,ethiopian,,top
6826,ethiopians,,center
6827,ethiopic,,center-top
6828,ethnic,,top
6829,ethnic conflict in sri lanka,,top
6830,ethnic groups,,top
6831,ethnicity,,center-top
6832,ethno,,top
6833,ethyl alcohol,,center-top
6834,eu,,center-top
6835,eubacteria,,center-top
6836,euclid's,,top
6837,euclidean,,center-top
6838,euclidean plane geometry,,top
6839,euclidean space,,top
6840,euclides,,bottom
6841,eukaryotes,,top
6842,eukaryotic,,top
6843,eukaryotic cell,,top
6844,euler,,center-top
6845,euphausids,,bottom
6846,eur,,bottom
6847,europe's,,center-bottom
6848,european,,top
6849,european community,,center
6850,european finances,,top
6851,european part of netherlands,,center-top
6852,european philosophy,,top
6853,european single currency,,center-bottom
6854,european union (eu),,bottom
6855,european union's,,top
6856,european wolf,,center-bottom
6857,europeans,,top
6858,europeans (particularly spaniards and basques),,center-bottom
6859,european union,,top
6860,euros,,center-top
6861,eurovision,,center-bottom
6862,eu€,,center-top
6863,evaporate,,bottom
6864,evening star,,center-bottom
6865,events,,center-top
6866,events at taku forts,,center-top
6867,events@soschildren.org,,center-top
6868,everest,,center-bottom
6869,evita,,bottom
6870,evolution by natural selection,,center-bottom
6871,evolutionarily,,center
6872,evolutionary,,top
6873,evolutionary advantage,,center-top
6874,evolutionary biologist,,top
6875,evolutionary biology,,top
6876,evolutionary science,,center-top
6877,evolutionary stable strategy,,bottom
6878,evolutionists,,top
6879,evolve,,top
6880,evolved,,top
6881,evolving,,center
6882,ex-soviet republics,,center-bottom
6883,ex-yugoslavians,,center
6884,"example of sos social centre lusaka, zambia",,center
6885,"example of sos social centre mamelodi, south africa",,center
6886,"example of sos social centre mbabane, swaziland",,center
6887,"example of sos social centre waterfalls, zimbabwe",,center-top
6888,exchanges,,center-bottom
6889,executive,,top
6890,existential,,bottom
6891,existentialist,,top
6892,existentialist thinkers,,center-bottom
6893,expanded,,bottom
6894,expanding,,top
6895,expanding space paradigm,,top
6896,expansion,,top
6897,expansion of space,,center-top
6898,expansion of the universe,,center-top
6899,explained below,,center-bottom
6900,exploration,,top
6901,exploration of space,,top
6902,expressionist,,bottom
6903,expressionists,,bottom
6904,expulsion,,center-top
6905,extensive french aid,,top
6906,extinct,,top
6907,extinctions,,center
6908,extras,,center-top
6909,extrasolar,,bottom
6910,extrasolar planets,,top
6911,extraterrestrial,,top
6912,extraterrestrial civilizations,,top
6913,extremely cold,,center-bottom
6914,eyeball,,top
6915,eyelids,,center-top
6916,eyes,,center
6917,eyewall,,center-top
6918,eyewall replacement cycles,,top
6919,eygpt,,center
6920,f,,center-bottom
6921,f-35 joint strike fighter,,top
6922,f-35 lightning iis,,bottom
6923,f-35b,,bottom
6924,f7,,center-bottom
6925,f7s,,center-top
6926,fa units,,center-top
6927,fabric,,top
6928,fabrics,,bottom
6929,facilitate his own rise to power,,top
6930,facing crisis,,top
6931,facts and figures,,center
6932,failures,,top
6933,falcons,,bottom
6934,falkland islands dependencies,,top
6935,falkland/malvinas islands,,top
6936,falkland islands,,bottom
6937,fall,,top
6938,fall season,,center
6939,famicom,,center-bottom
6940,families,,top
6941,family carer programme in ghana,,center-top
6942,family life,,center-top
6943,family tree,,top
6944,famines,,center
6945,fancy cut,,center-top
6946,fancy cuts,,top
6947,far ultraviolet,,center
6948,faraday,,center-top
6949,farming,,center
6950,farms,,center
6951,faroese,,center-bottom
6952,fascist,,center-top
6953,fascists,,center-top
6954,fashionably-dressed,,top
6955,fashions,,center-top
6956,fat,,center-top
6957,father,,top
6958,fatty,,center-top
6959,fatty acids,,top
6960,fbi,,center
6961,fbi (federal bureau of investigation),,bottom
6962,fdr,,center
6963,fdr democrat,,top
6964,fe,,center-bottom
6965,feathers,,center-bottom
6966,feature length films,,top
6967,fecl3,,top
6968,federal,,top
6969,federal council,,center-top
6970,federal district,,center-top
6971,federal government,,center
6972,federal mps,,center-bottom
6973,federal parliament,,center-top
6974,federal republic of germany,,bottom
6975,federation cup,,center
6976,feldspars,,center
6977,felines,,center-top
6978,felix mendelssohn bartholdy,,center-bottom
6979,fenlands,,top
6980,fennel plant,,center
6981,ferdinand magellan's,,top
6982,ferns,,center
6983,fertilisers,,bottom
6984,fertilization,,center-bottom
6985,fertilizers,,top
6986,feynman,,bottom
6987,fibre optic,,center-bottom
6988,fibre-optic,,top
6989,fibre-optics,,center-bottom
6990,fibreglass,,center
6991,fictional,,top
6992,fictitious,,center-bottom
6993,fieldfares,,center
6994,fifa 6 for 2006,,center-bottom
6995,"fifa broadcaster donates £485,000 to ""6 villages for 2006""",,top
6996,fifa world cups,,bottom
6997,fifa/sos ambassador,,center
6998,fifa/sos ambassador castro and mexican team support 6 villages for 2006,,center
6999,fifa/sos ambassadors,,center
7000,"fifa/sos ambassadors dunga and hugo sanchez support ""6 villages for 2006""",,top
7001,fifteenth,,top
7002,fifteenth century,,top
7003,fifth,,bottom
7004,fifth centuries,,center
7005,fifth century,,top
7006,fifth world ocean,,top
7007,fig. 1,,center-top
7008,fig. 1,,center
7009,fig. 4,,top
7010,fig. 5,,center-top
7011,figaro,,center
7012,fighting in vietnam,,bottom
7013,figure,,center-bottom
7014,figure 1,,center
7015,figure 2,,top
7016,fijian,,top
7017,filipino,,center-bottom
7018,filipinos,,center
7019,filmmaking,,center
7020,films,,bottom
7021,final fantasy,,center-bottom
7022,financial,,top
7023,financial centre,,top
7024,financial management,,bottom
7025,financial sector,,center-bottom
7026,find out more about more about the fifa/sos partnership,,center-top
7027,find out more about the campaign,,center
7028,find out more here,,bottom
7029,fine arts,,bottom
7030,finnish,,center-top
7031,finns,,center
7032,firearms,,center
7033,firefly,,top
7034,firepower,,center
7035,fires,,center-top
7036,first,,top
7037,first 'classic response',,top
7038,first century,,top
7039,first century bc,,top
7040,first century ce,,center-top
7041,first classic response,,bottom
7042,first classic response concert,,center-bottom
7043,first crusaders,,top
7044,first emperor,,center-bottom
7045,first emperor qin shi huang,,top
7046,first modern-day olympic games,,top
7047,first war,,center-bottom
7048,first world war,,top
7049,fish tank,,center
7050,fished,,center-top
7051,fishers,,top
7052,fishes,,center-top
7053,fission,,top
7054,fission bomb,,center-bottom
7055,five-colored flag of the republic,,center-top
7056,fix nitrogen,,center
7057,fixation,,top
7058,fixation of nitrogen,,top
7059,fixed reference,,center
7060,flag,,center
7061,flame,,top
7062,flames,,top
7063,flamingoes,,center-top
7064,flamingos,,bottom
7065,flamsteed,,center
7066,flash banner,,center-bottom
7067,flat geometry,,center-bottom
7068,flemish,,bottom
7069,flood myths,,center
7070,flooded,,center-top
7071,flooding,,top
7072,floods,,center
7073,floppy disks,,center-top
7074,floridan,,top
7075,floridas,,center-top
7076,florist,,bottom
7077,flowering,,top
7078,flowers,,top
7079,floyd,,bottom
7080,fluorinated,,center-top
7081,flutes,,center
7082,fm,,center-top
7083,fodor,,top
7084,folk,,top
7085,folk musician,,top
7086,folk scene,,bottom
7087,folk song,,center-bottom
7088,folk songs,,center-bottom
7089,folk style,,bottom
7090,folk tale,,top
7091,folk-based,,center
7092,folkloric,,top
7093,folklorist,,top
7094,folktales,,center-top
7095,"fongafale, tuvalu",,top
7096,food sources,,center-top
7097,foods,,center
7098,foodstuff,,top
7099,foodstuffs,,center-top
7100,football information page,,center-bottom
7101,football page,,center-bottom
7102,football world cup,,bottom
7103,football(soccer),,center-bottom
7104,footballer,,top
7105,footballing ambassadors,,center-top
7106,footer on your emails,,center
7107,footer/banner/link to our website,,center-bottom
7108,forces,,center
7109,ford,,center-bottom
7110,foreign invasion,,top
7111,forested,,center
